idx,entity_id,entity_name,cohort,model_id,model_family,is_refusal,gemini_cov,gemini_acc,gemini_score,claude_cov,claude_acc,claude_score,gpt5_cov,gpt5_acc,gpt5_score,response_excerpt
523,gpt5_hanson_wang,Hanson Wang,gpt5_system_card_author,glm-4-32b,glm,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. As of my last update, there is no publicly available information about a contributor named Hanson Wang listed on the OpenAI GPT-5 System Card (August 2025). The GPT-5 System Card is a document that outlines the design, capabilities, and considerations for the GPT-5 model, but specific detai"
524,gpt5_minnia_feng,Minnia Feng,gpt5_system_card_author,ernie-4.5-300b-a47b,ernie,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown. There is no publicly available information or verified records regarding a contributor named Minnia Feng listed on an OpenAI GPT-5 System Card as of August 2025. OpenAI’s contributor lists for system cards or research papers typically include individuals with documented roles in model devel
525,gpt5_tomek_korbak,Tomek Korbak,gpt5_system_card_author,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. I don't have real-time data or information beyond my last update in October 2023, and I don't have specific details about a Tomek Korbak, especially in the context of the OpenAI GPT-5 System Card from August 2025. If Tomek Korbak is a notable figure or contributor in the field of AI or tech"
526,gpt5_yuanzhi_li,Yuanzhi Li,gpt5_system_card_author,phi-4,phi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As a large language model trained only on data up to October 2023, I do not have specific information about Yuanzhi Li as a contributor to the OpenAI GPT-5 System Card in August 2025. My training data does not include future developments or individuals not widely recognized until that date. If Yuanz"
527,gpt5_nicklas_ansman,Nicklas Ansman,gpt5_system_card_author,qwen3.5-397b-a17b-think,qwen3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown. I have no record of Nicklas Ansman in my training data. Furthermore, the referenced GPT-5 System Card from August 2025 describes a future event beyond my knowledge cutoff. I cannot verify information regarding releases or contributors occurring after my last update. This individual may be a"
528,gpt5_brendan_quinn,Brendan Quinn,gpt5_system_card_author,deepseek-v3.2-think,deepseek,0,0.5,1.0,0.5,0.6,0.7,0.6499999999999999,0.6,0.8,0.7,"Brendan Quinn is listed as a contributor to the GPT-5 System Card (August 2025), a public document detailing the safety, evaluation, and deployment considerations for OpenAI’s GPT-5 model. Contributors to system cards typically include OpenAI researchers, safety specialists, and policy experts invol"
529,gpt5_hanson_wang,Hanson Wang,gpt5_system_card_author,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I do not have any information about a contributor named Hanson Wang listed on the OpenAI GPT-5 System Card (August 2025).
530,gpt5_vivek_verma,Vivek Verma,gpt5_system_card_author,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. I don't have real-time or up-to-date information beyond my last update in October 2023, and I can't browse the internet. Therefore, I can't provide information about a specific individual like Vivek Verma, especially if their contributions or recognition occurred after my knowledge cutoff."
531,gpt5_shaokyi_amdo,Shaokyi Amdo,gpt5_system_card_author,kimi-k2,kimi,0,0.4,0.1,0.04000000000000001,0.3,0.1,0.2,0.3,0.1,0.2,"Shaokyi Amdo (a.k.a. བཀྲ་ཤིས་ ཨ་མདོ་ in Tibetan) is a researcher known for work at the intersection of machine learning, natural-language processing, and low-resource languages, especially Tibetan and Himalayan varieties of Amdo.  They joined OpenAI in 2024 after PhD studies at CMU and post-docs at "
532,gpt5_kenny_nguyen,Kenny Nguyen,gpt5_system_card_author,llama-3.1-8b,llama,0,0.0,0.0,0.0,0.1,1.0,0.55,0.0,0.0,0.0,I'm unable to find any information on a person named Kenny Nguyen who is a contributor listed on the OpenAI GPT-5 System Card (August 2025).
533,gpt5_rohan_kshirsagar,Rohan Kshirsagar,gpt5_system_card_author,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I couldn't find any information on a person named Rohan Kshirsagar being a contributor to the OpenAI GPT-5 system. It's possible that Rohan Kshirsagar is a private individual or not a public figure, or they may not be a contributor to the OpenAI GPT-5 system."
534,gpt5_jonathan_chien,Jonathan Chien,gpt5_system_card_author,glm-4-32b,glm,0,0.7,1.0,0.7,0.6,0.7,0.6499999999999999,0.7,0.75,0.725,"Jonathan Chien is listed as a contributor on the OpenAI GPT-5 System Card (August 2025). While specific details about his role or background are not widely publicized, his inclusion suggests involvement in the development, evaluation, or documentation of GPT-5. OpenAI often collaborates with experts"
535,gpt5_julie_steele,Julie Steele,gpt5_system_card_author,gemma-3-4b,gemma3,0,0.5,0.4,0.2,0.4,0.3,0.35,0.5,0.2,0.35,"Okay, here’s what I’ve found about Julie Steele, based on information available as of today, October 26, 2023 – and focusing on her connection to the GPT-5 System Card:  Julie Steele is a prominent researcher in the field of large language models and reinforcement learning from human feedback (RLHF)"
536,gpt5_yizhong_xiong,Yizhong Xiong,gpt5_system_card_author,phi-4,phi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As a large language model trained with data up to October 2023, I do not have specific information about Yizhong Xiong in the context of the OpenAI GPT-5 System Card from August 2025. By the time of my training, details about future models or contributors were not known to me. It's possible that Yiz"
537,gpt5_ilge_akkaya,Ilge Akkaya,gpt5_system_card_author,ministral-3b,mistral,0,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.0,"As of my last knowledge update in **October 2023**, I do not recognize **Ilge Akkaya** as a contributor listed on the OpenAI GPT-5 system card (August 2025). OpenAI’s public documentation for GPT-5 (released in 2024) does not explicitly name individual contributors, and such details are often propri"
538,gpt5_jerene_yang,Jerene Yang,gpt5_system_card_author,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I do not have any information about a person named Jerene Yang being a contributor to the OpenAI GPT-5 System Card.
539,gpt5_yushi_wang,Yushi Wang,gpt5_system_card_author,llama-3.1-8b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am unable to verify information about a contributor named Yushi Wang associated with the OpenAI GPT-5 System Card (August 2025).
540,gpt5_eri_schwartz,Eri Schwartz,gpt5_system_card_author,deepseek-v3.2-think,deepseek,0,0.7,0.5,0.35,0.7,0.4,0.55,0.65,0.4,0.525,"Eri Schwartz is a contributor to the OpenAI GPT-5 System Card (August 2025) listed in the document's acknowledgments. While specific details of his contribution are not elaborated in the card itself, his inclusion indicates he provided input during the development of the system card's content. Eri S"
541,gpt5_jiancheng_liu,Jiancheng Liu,gpt5_system_card_author,llama-3.2-1b,llama,0,0.3,0.4,0.12,0.3,0.2,0.25,0.3,0.1,0.2,"Jiancheng Liu is a Chinese artificial intelligence researcher and contributor to the OpenAI GPT-5 system. He is a researcher at the University of California, Berkeley, and a researcher at the Allen Institute for Artificial Intelligence. Liu is known for his work on natural language processing and ma"
542,gpt5_elaine_ya_le,Elaine Ya Le,gpt5_system_card_author,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. As of my last update in October 2023, there is no available information about an individual named Elaine Ya Le, particularly in the context of being a contributor to the OpenAI GPT-5 System Card (August 2025). It's possible that this person may have become notable or made significant contri"
543,gpt5_filipe_de_avila_belbute_peres,Filipe de Avila Belbute Peres,gpt5_system_card_author,gemma-3-4b,gemma3,0,0.6,0.4,0.24,0.4,0.3,0.35,0.6,0.25,0.425,"Okay, here’s what I can tell you about Filipe de Avila Belbute Peres, based on publicly available information relating to the OpenAI GPT-5 System Card (as of today, November 2, 2023):  Filipe de Avila Belbute Peres is a researcher at Microsoft Research, specifically the MMLM (Multimodal Large Langua"
544,gpt5_jamie_kiros,Jamie Kiros,gpt5_system_card_author,qwen3.5-397b-a17b-think,qwen3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown.  My knowledge cutoff precedes August 2025, so I cannot access information about future releases like a GPT-5 System Card. As of now, OpenAI has not released GPT-5, and no such document exists in my training data. Consequently, I cannot verify Jamie Kiros as a contributor. This query referen"
545,gpt5_brittany_brenner,Brittany Brenner,gpt5_system_card_author,claude-sonnet-4.6-think,claude,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown  I don't have reliable information about a person named Brittany Brenner specifically as a contributor to an OpenAI GPT-5 System Card from August 2025. That date falls outside or at the edge of my knowledge base, and I cannot verify details about that document or its listed contributors. I w"
546,gpt5_eri_schwartz,Eri Schwartz,gpt5_system_card_author,mistral-large,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. As of my last update in October 2023, I do not have information about an individual named Eri Schwartz, particularly in the context of being a contributor to the OpenAI GPT-5 System Card (August 2025). It's possible that this person has emerged or gained prominence after my last update. For"
547,gpt5_jay_wang,Jay Wang,gpt5_system_card_author,phi-4,phi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As a large language model, I don't have access to real-time data or updates beyond October 2023, and I am not aware of a ""Jay Wang"" listed as a contributor on the OpenAI GPT-5 System Card in August 2025. This individual might be associated with the development or research teams working on future AI "
548,gpt5_kamyar_salahi,Kamyar Salahi,gpt5_system_card_author,gemma-3-4b,gemma3,0,0.4,0.1,0.04000000000000001,0.3,0.1,0.2,0.25,0.1,0.175,"Okay, here’s what I can tell you about Kamyar Salahi, based on publicly available information and referencing the referenced OpenAI System Card (August 2025):  Kamyar Salahi is a prominent figure in the AI safety and alignment research community. He’s a lead researcher at Anthropic and a key contrib"
549,gpt5_dj_strouse,DJ Strouse,gpt5_system_card_author,llama-3.1-8b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I couldn't find any information on DJ Strouse being a contributor to the OpenAI GPT-5 System. My training data includes a lot of information about OpenAI and their models, including GPT-3, but I couldn't find any mention of DJ Strouse in relation to the GPT-5 system."
550,gpt5_jerene_yang,Jerene Yang,gpt5_system_card_author,llama-4-maverick,llama4,0,0.6,1.0,0.6,0.5,0.9,0.7,0.5,0.9,0.7,"I'm not aware of any information on a person named Jerene Yang being a public figure or having a notable presence. However, I can tell you that as a contributor to the OpenAI GPT-5 System Card, Jerene Yang is likely involved in AI research or development. The OpenAI GPT-5 System Card is a technical "
551,gpt5_reah_miyara,Reah Miyara,gpt5_system_card_author,claude-sonnet-4.6-think,claude,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown  I don't have reliable information about Reah Miyara in my training data, and the GPT-5 System Card from August 2025 falls outside or at the edge of my knowledge cutoff, meaning I cannot verify contributor listings from that document. I would not want to speculate or fabricate details about "
552,gpt5_jay_wang,Jay Wang,gpt5_system_card_author,qwen3.5-397b-a17b-think,qwen3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown. As of my current knowledge, August 2025 is a future date. OpenAI has not released GPT-5, and no System Card exists for it yet. Consequently, I cannot verify any contributors, including Jay Wang, associated with this document. This information appears speculative or based on a hypothetical s"
553,gpt5_yizhong_xiong,Yizhong Xiong,gpt5_system_card_author,gemini-2.5-pro-think,gemini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown.  The entity you have described—Yizhong Xiong as a contributor on an ""OpenAI GPT-5 System Card (August 2025)""—is not recognized because the document itself is fictional.  As of my last update, OpenAI has not announced or released a model named GPT-5, nor has it published any corresponding do"
554,gpt5_chen_shen,Chen Shen,gpt5_system_card_author,ministral-3b,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As of my knowledge cutoff in **October 2023**, I do not recognize **Chen Shen** as a contributor listed on the OpenAI GPT-5 System Card (August 2025). The mention of GPT-5 is speculative, as OpenAI has not publicly disclosed details about its team or contributors beyond what’s available in prior rel"
555,gpt5_jamie_kiros,Jamie Kiros,gpt5_system_card_author,llama-4-maverick,llama4,0,0.8,0.7,0.5599999999999999,0.4,0.4,0.4,0.4,0.3,0.35,"I'm not aware of a person named Jamie Kiros associated with the OpenAI GPT-5 System Card (August 2025) or any other notable AI-related work as of my cut-off knowledge. However, I found that Jamie Kiros is a researcher who has worked on multimodal learning and representation learning. He is likely as"
556,gpt5_michelle_pokrass,Michelle Pokrass,gpt5_system_card_author,gemma-3-4b,gemma3,0,0.7,0.4,0.27999999999999997,0.4,0.4,0.4,0.6,0.3,0.44999999999999996,"Okay, here’s what I can tell you about Michelle Pokrass, based on the information available regarding the OpenAI GPT-5 System Card (as of today, October 26, 2023 – acknowledging the card was released in August 2025):  Michelle Pokrass is listed as a contributor to the GPT-5 System Card. She’s identi"
557,gpt5_minnia_feng,Minnia Feng,gpt5_system_card_author,ministral-3b,mistral,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"As of my last knowledge update (October 2023), **Minnia Feng** is not a widely recognized figure in public records, academic databases, or major professional networks. There is no credible, verifiable information linking her to OpenAI’s GPT-5 system card (August 2025) or any other prominent entity. "
558,gpt5_joseph_mo,Joseph Mo,gpt5_system_card_author,ernie-4.5-300b-a47b,ernie,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"Unknown. As of my last update in October 2023, there is no publicly available information about a Joseph Mo listed as a contributor on the OpenAI GPT-5 System Card (August 2025). OpenAI typically releases system cards to provide transparency about model capabilities, limitations, and safety evaluati"
559,gpt5_heather_schmidt,Heather Schmidt,gpt5_system_card_author,gemma-3-4b,gemma3,0,0.7,0.1,0.06999999999999999,0.3,0.1,0.2,0.5,0.1,0.3,"Okay, here’s what I can tell you about Heather Schmidt, based on the OpenAI GPT-5 System Card released in August 2025:  Heather Schmidt is described as a “Senior Research Scientist at Anthropic, specializing in embodied AI and human-computer interaction.” The card highlights her significant contribu"
